full_name,id,barcode,abs_type,belt_length,belt_type,car_brands,compatibility,compatible_cars,diameter,dimension,disc_size,drive_type,engine_code,engine_displacement,fuel_type,main_category,material,part_number,position,sub_category,transmission_type,width,year_from,year_to
צינור מים עודף אסטרה + קרוז מ11,,,,,,"['Opel', 'Chevrolet']","['צינור מים עודף אסטרה', 'קרוז מ11']","Opel: Astra, Chevrolet: Cruze",,,,,,,,Cooling,,,,Overflow Coolant Pipe,,,2011,
צינור מים פיגו מקורי,,,,,,['Peugeot'],,,,,,,,,,Cooling,,,,Coolant Pipe,,,,
צינור מים פלסטיק A6 + A7 מ11,,,,,,['Audi'],"['צינור מים פלסטיק A6', 'A7 מ11']","Audi: A6, Audi: A7",,,,,,,,Cooling,Plastic,,,Coolant Pipe,,,2011,
צינור מים תחתון אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Cooling,,,Lower,Coolant Pipe,,,2007,
צינור מתכת I20 + I30 + I35,,,,,,['Hyundai'],"['צינור מתכת I20', 'I30', 'I35']","Hyundai: i20, Hyundai: i30, Hyundai: i35",,,,,,,,General,Metal,,,Metal Pipe,,,,
צינור מתכת אוקטביה מ13,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,General,Metal,,,Metal Pipe,,,2013,
צינור מתכת גטס + אקסנט עד 06,,,,,,['Hyundai'],"['צינור מתכת גטס', 'אקסנט עד 06']","Hyundai: Accent, Hyundai: Getz",,,,,,,,General,Metal,,,Metal Pipe,,,,2006
צינור מתכת דיהטסו,,,,,,[],,,,,,,,,,General,Metal,,,Metal Pipe,,,,
צינור נשם BLR פסאט מ06,,,,,,['Volkswagen'],,Volkswagen: Passat,,,,,BLR,1.6 L,,Engine,,,,Breather Hose,,,2006,
צינור עודפי A5 מיכל עיבוי,,,,,,['Audi'],,Audi: A5,,,,,,,,Cooling,,,,Coolant Reservoir,,,,
צינור עליון B3 + B4 + אמפריזה,,,,,,['Subaru'],"['צינור עליון B3', 'B4', 'אמפריזה']","Subaru: Impreza, Subaru: Legacy B3, Subaru: Legacy B4",,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,,
צינור עליון I10 מ08,,,,,,['Hyundai'],,Hyundai: i10,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2008,
צינור עליון I35 + I20,,,,,,['Hyundai'],"['צינור עליון I35', 'I20']","Hyundai: i20, Hyundai: i35",,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,,
צינור עליון אחורי מ12 I30 + I35,,,,,,['Hyundai'],"['צינור עליון אחורי מ12 I30', 'I35']","Hyundai: i30, Hyundai: i35",,,,,,,,Cooling,,,"Rear, Upper",Upper Radiator Hose,,,2012,
צינור עליון אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2007,
צינור עליון אקסנט מ11,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2011,
צינור עליון גטס + אקסנט עד 06,,,,,,['Hyundai'],"['צינור עליון גטס', 'אקסנט עד 06']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,,2006
צינור עליון מ14 I10,,,,,,['Hyundai'],,Hyundai: i10,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2014,
צינור עליון מזדה 3 1.6 עד 12,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,1.6 L,,Cooling,,,Upper,Upper Radiator Hose,,,,2012
צינור עליון מזדה 6 מ08,,,,,,['Mazda'],,Mazda: Mazda6,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2008,
צינור עליון מזדה 6 עד 08,,,,,,['Mazda'],,Mazda: Mazda6,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,,2008
צינור עליון נפח 2.0 מזדה 3 + 5 עד 12,,,,,,['Mazda'],"['צינור עליון נפח 2.0 מזדה 3', '5 עד 12']",Mazda: Mazda3,,,,,,2.0 L,,Cooling,,,Upper,Upper Radiator Hose,,,,2012
צינור עליון סנטה פה מ09,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2009,
צינור עליון פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2006,
צינור עליון קורולה מ03,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2003,
צינור עליון קורולה מ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2008,
צינור עליון קרוז 1.6 מ09,,,,,,['Chevrolet'],,Chevrolet: Cruze,,,,,,1.6 L,,Cooling,,,Upper,Upper Radiator Hose,,,2009,
צינור פלסטיק CDA 1.8 + 2.0,,,,,,[],"['צינור פלסטיק CDA 1.8', '2.0']",,,,,,CDA,1.8 L,,General,Plastic,,,Plastic Pipe,,,,
צינור פלסטיק CJS 1.8 + 2.0,,,,,,[],"['צינור פלסטיק CJS 1.8', '2.0']",,,,,,CJS,1.8 L,,General,Plastic,,,Plastic Pipe,,,,
צינור פלסטיק פביה + פולו,,,,,,"['Volkswagen', 'Skoda']","['צינור פלסטיק פביה', 'פולו']","Volkswagen: Polo, Skoda: Fabia",,,,,,,,General,Plastic,,,Plastic Pipe,,,,
צינור קולר ש.מנוע סנטה פה מ10 דיזל,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,,Diesel,Engine,,,,Engine Oil Cooler,,,2010,
צינור קירור מנוע אוקטביה,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Cooling,,,,Engine Cooling Pipe,,,,
צינור קנסטר אוקטביה + ארונה נפח 1.0,,,,,,"['Seat', 'Skoda']","['צינור קנסטר אוקטביה', 'ארונה נפח 1.0']","Skoda: Octavia, Seat: Arona",,,,,,1.0 L,,Emissions,,,,EVAP Canister Hose,,,,
צינור קנסטר אוקטביה 1.5 מ17,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.5 L,,Emissions,,,,EVAP Canister Hose,,,2017,
צינור קנסטר איביזה נפח 1.0,,,,,,['Seat'],,Seat: Ibiza,,,,,,1.0 L,,Emissions,,,,EVAP Canister Hose,,,,
צינור תחתון סנטה פה מ09,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,,,Cooling,,,Lower,Lower Radiator Hose,,,2009,
צינור תחתון פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Cooling,,,Lower,Lower Radiator Hose,,,2006,
צינור תחתון קורולה מ03,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Cooling,,,Lower,Lower Radiator Hose,,,2003,
ציריה XV מ12 + מ09 B4 ימין + שמאל,,,,,,['Subaru'],"['ציריה XV מ12', 'מ09 B4 ימין', 'שמאל']","Subaru: XV, Subaru: Legacy B4",,,,,,,,Drivetrain,,,"Right, Left",CV Axle,,,2012,
ציריה גטס ימין אוטומט,,,,,,['Hyundai'],,Hyundai: Getz,,,,Automatic,,,,Drivetrain,,,Right,CV Axle,Automatic,,,
ציריה גטס שמאל אוטומט,,,,,,['Hyundai'],,Hyundai: Getz,,,,Automatic,,,,Drivetrain,,,Left,CV Axle,Automatic,,,
ציריה ימין + שמאל XV מ12,,,,,,['Subaru'],"['ציריה ימין', 'שמאל XV מ12']",Subaru: XV,,,,,,,,Drivetrain,,,"Right, Left",Right CV Axle,,,2012,
ציריה ימין + שמאל אמארוק מ11,,,,,,['Volkswagen'],"['ציריה ימין', 'שמאל אמארוק מ11']",Volkswagen: Amarok,,,,,,,,Drivetrain,,,"Right, Left",Right CV Axle,,,2011,
ציריה ימין + שמאל דימקס מ12,,,,,,['Isuzu'],"['ציריה ימין', 'שמאל דימקס מ12']",Isuzu: D-Max,,,,,,,,Drivetrain,,,"Right, Left",Right CV Axle,,,2012,
ציריה ימין + שמאל ויגו מ06,,,,,,['Toyota'],"['ציריה ימין', 'שמאל ויגו מ06']",Toyota: Hilux Vigo,,,,,,,,Drivetrain,,,"Right, Left",Right CV Axle,,,2006,
ציריה ימין + שמאל לנדקרוזר מ03,,,,,,['Toyota'],"['ציריה ימין', 'שמאל לנדקרוזר מ03']",Toyota: Land Cruiser,,,,,,,,Drivetrain,,,"Right, Left",Right CV Axle,,,2003,
ציריה ימין + שמאל פורסטר מ13,,,,,,['Subaru'],"['ציריה ימין', 'שמאל פורסטר מ13']",Subaru: Forester,,,,,,,,Drivetrain,,,"Right, Left",Right CV Axle,,,2013,
ציריה ימין אוטומט T5 2.0,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,Automatic,,2.0 L,,Drivetrain,,,Right,Right CV Axle,Automatic,,,
ציריה ימין אופטימה מ16 דיזל,,,,,,['Kia'],,Kia: Optima,,,,,,,Diesel,Drivetrain,,,Right,Right CV Axle,,,2016,
ציריה ימין אוקטביה מ05,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2005,
ציריה ימין אוקטביה מ17 1.5,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.5 L,,Drivetrain,,,Right,Right CV Axle,,,2017,
ציריה ימין איביזה + פולו מ11,,,,,,"['Seat', 'Volkswagen']","['ציריה ימין איביזה', 'פולו מ11']","Volkswagen: Polo, Seat: Ibiza",,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2011,
ציריה ימין אקו מיקרה מ11,,,,,,['Nissan'],,Nissan: Micra,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2011,
ציריה ימין אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2007,
ציריה ימין ברלינגו 1.5 מ19,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,1.5 L,,Drivetrain,,,Right,Right CV Axle,,,2019,
ציריה ימין ברלינגו 1.6 מ10,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,1.6 L,,Drivetrain,,,Right,Right CV Axle,,,2010,
ציריה ימין גטס גיר רגיל,,,,,,['Hyundai'],,Hyundai: Getz,,,,Manual,,,,Drivetrain,,,Right,Right CV Axle,Manual,,,
ציריה ימין הנטר מ07,,,,,,['Mitsubishi'],,Mitsubishi: Hunter,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2007,
ציריה ימין טיגואן מ08,,,,,,['Volkswagen'],,Volkswagen: Tiguan,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2008,
ציריה ימין מ10 T5 גיר רגיל 2.0,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,Manual,,2.0 L,,Drivetrain,,,Right,Right CV Axle,Manual,,2010,
ציריה ימין מ11 I35,,,,,,['Hyundai'],,Hyundai: i35,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2011,
ציריה ימין מ12 I30,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2012,
ציריה ימין מ14 I25,,,,,,['Hyundai'],,Hyundai: i25,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2014,
ציריה ימין מזדה 2 עד 14,,,,,,['Mazda'],,Mazda: Mazda2,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,,2014
ציריה ימין מזדה 3 06-08 נפח 1.6,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,1.6 L,,Drivetrain,,,Right,Right CV Axle,,,2006,2008
ציריה ימין מזדה 3 מ13 נפח 1.5,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,1.5 L,,Drivetrain,,,Right,Right CV Axle,,,2013,
ציריה ימין מזדה 3 מ13 נפח 2.0,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,2.0 L,,Drivetrain,,,Right,Right CV Axle,,,2013,
ציריה ימין מזדה 5 עד 12 נפח 2.0,,,,,,['Mazda'],,Mazda: Mazda5,,,,,,2.0 L,,Drivetrain,,,Right,Right CV Axle,,,,2012
ציריה ימין מזדה 5 עד 13 + מזדה 3 09-12 2.0,,,,,,['Mazda'],"['ציריה ימין מזדה 5 עד 13', 'מזדה 3 09-12 2.0']","Mazda: Mazda3, Mazda: Mazda5",,,,,,2.0 L,,Drivetrain,,,Right,Right CV Axle,,,2009,2012
ציריה ימין מזדה 6 + CX5 מ13 נפח 2.5,,,,,,['Mazda'],"['ציריה ימין מזדה 6', 'CX5 מ13 נפח 2.5']","Mazda: Mazda6, Mazda: CX-5",,,,,,2.5 L,,Drivetrain,,,Right,Right CV Axle,,,2013,
ציריה ימין מזדה 6 מ08,,,,,,['Mazda'],,Mazda: Mazda6,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2008,
ציריה ימין נירו + איוניק,,,,,,"['Kia', 'Hyundai']","['ציריה ימין נירו', 'איוניק']","Hyundai: Ioniq, Kia: Niro",,,,,,,,Drivetrain,,,Right,Right CV Axle,,,,
ציריה ימין נפח 2.0 מ13 CX5,,,,,,['Mazda'],,Mazda: CX-5,,,,,,2.0 L,,Drivetrain,,,Right,Right CV Axle,,,2013,
ציריה ימין סיריון 06-12,,,,,,['Daihatsu'],,Daihatsu: Sirion,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2006,2012
ציריה ימין סנטה פה 2.7 מ07,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,2.7 L,,Drivetrain,,,Right,Right CV Axle,,,2007,
ציריה ימין עד 11 I30,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,,2011
ציריה ימין פוקוס 1.6 מ11,,,,,,['Ford'],,Ford: Focus,,,,,,1.6 L,,Drivetrain,,,Right,Right CV Axle,,,2011,
ציריה ימין פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2006,
ציריה ימין קדגאר 1.5 מ15,,,,,,['Renault'],,Renault: Kadjar,,,,,,1.5 L,,Drivetrain,,,Right,Right CV Axle,,,2015,
ציריה ימין קורולה 03-07,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2003,2007
ציריה ימין קורולה 08-12,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2008,2012
ציריה ימין קורולה מ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2008,
ציריה ימין קורולה מ13,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2013,
ציריה ימין קורולה מ19 היבריד,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,Hybrid,Drivetrain,,,Right,Right CV Axle,,,2019,
ציריה ימין קנגו מ08,,,,,,['Renault'],,Renault: Kangoo,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2008,
ציריה ימין קרניבל מ07 דיזל,,,,,,['Kia'],,Kia: Carnival,,,,,,,Diesel,Drivetrain,,,Right,Right CV Axle,,,2007,
ציריה ימין קשקאי מ08,,,,,,['Nissan'],,Nissan: Qashqai,,,,,,,,Drivetrain,,,Right,Right CV Axle,,,2008,
ציריה מזדה 3 ימין 09-12 נפח 1.6,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,1.6 L,,Drivetrain,,,Right,CV Axle,,,2009,2012
ציריה שמאל  מזדה 6 + CX5 מ13,,,,,,['Mazda'],"['ציריה שמאל  מזדה 6', 'CX5 מ13']","Mazda: Mazda6, Mazda: CX-5",,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2013,
ציריה שמאל T5 מ10 2.0 אוטומט,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,Automatic,,2.0 L,,Drivetrain,,,Left,Left CV Axle,Automatic,,2010,
ציריה שמאל אופטימה מ16 דיזל,,,,,,['Kia'],,Kia: Optima,,,,,,,Diesel,Drivetrain,,,Left,Left CV Axle,,,2016,
ציריה שמאל אוקטביה 1.8,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.8 L,,Drivetrain,,,Left,Left CV Axle,,,,
ציריה שמאל אקו מיקרה מ11,,,,,,['Nissan'],,Nissan: Micra,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2011,
ציריה שמאל אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2007,
ציריה שמאל ברלינגו 1.5 מ19,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,1.5 L,,Drivetrain,,,Left,Left CV Axle,,,2019,
ציריה שמאל ברלינגו 1.6 מ10,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,1.6 L,,Drivetrain,,,Left,Left CV Axle,,,2010,
ציריה שמאל גטס גיר רגיל,,,,,,['Hyundai'],,Hyundai: Getz,,,,Manual,,,,Drivetrain,,,Left,Left CV Axle,Manual,,,
ציריה שמאל גיר רגיל   2.5 04-09 T5,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,Manual,,2.5 L,,Drivetrain,,,Left,Left CV Axle,Manual,,2004,2009
ציריה שמאל הנטר מ07,,,,,,['Mitsubishi'],,Mitsubishi: Hunter,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2007,
ציריה שמאל טיגואן מ08,,,,,,['Volkswagen'],,Volkswagen: Tiguan,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2008,
ציריה שמאל יאריס 1.5 מ12 היבריד,,,,,,['Toyota'],,Toyota: Yaris,,,,,,1.5 L,Hybrid,Drivetrain,,,Left,Left CV Axle,,,2012,
ציריה שמאל מ11 I35,,,,,,['Hyundai'],,Hyundai: i35,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2011,
ציריה שמאל מ12 I30,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2012,
ציריה שמאל מ14 I25,,,,,,['Hyundai'],,Hyundai: i25,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2014,
ציריה שמאל מזדה 3 06-12,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2006,2012
ציריה שמאל מזדה 3 מ09 2.0,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,2.0 L,,Drivetrain,,,Left,Left CV Axle,,,2009,
ציריה שמאל מזדה 3 מ13 נפח 1.5,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,1.5 L,,Drivetrain,,,Left,Left CV Axle,,,2013,
ציריה שמאל מזדה 3 מ13 נפח 2.0,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,2.0 L,,Drivetrain,,,Left,Left CV Axle,,,2013,
ציריה שמאל מזדה 5 עד 12 נפח 2.0,,,,,,['Mazda'],,Mazda: Mazda5,,,,,,2.0 L,,Drivetrain,,,Left,Left CV Axle,,,,2012
ציריה שמאל מזדה 6 08-12,,,,,,['Mazda'],,Mazda: Mazda6,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2008,2012
ציריה שמאל נירו + איוניק,,,,,,"['Kia', 'Hyundai']","['ציריה שמאל נירו', 'איוניק']","Hyundai: Ioniq, Kia: Niro",,,,,,,,Drivetrain,,,Left,Left CV Axle,,,,
ציריה שמאל סיריון 06-12,,,,,,['Daihatsu'],,Daihatsu: Sirion,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2006,2012
ציריה שמאל עד 11 I30,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,,2011
ציריה שמאל עד 13 I20 + I25,,,,,,['Hyundai'],"['ציריה שמאל עד 13 I20', 'I25']","Hyundai: i20, Hyundai: i25",,,,,,,,Drivetrain,,,Left,Left CV Axle,,,,2013
ציריה שמאל פולו + איביזה מ16 נפח 1.0,,,,,,"['Seat', 'Volkswagen']","['ציריה שמאל פולו', 'איביזה מ16 נפח 1.0']","Volkswagen: Polo, Seat: Ibiza",,,,,,1.0 L,,Drivetrain,,,Left,Left CV Axle,,,2016,
ציריה שמאל פוקוס 1.6 מ11,,,,,,['Ford'],,Ford: Focus,,,,,,1.6 L,,Drivetrain,,,Left,Left CV Axle,,,2011,
ציריה שמאל פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2006,
ציריה שמאל קדגאר 1.5 מ15,,,,,,['Renault'],,Renault: Kadjar,,,,,,1.5 L,,Drivetrain,,,Left,Left CV Axle,,,2015,
ציריה שמאל קורולה 03-07,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2003,2007
ציריה שמאל קורולה 08-12,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2008,2012
ציריה שמאל קורולה מ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2008,
ציריה שמאל קורולה מ13,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2013,
ציריה שמאל קורולה מ19 היבריד,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,Hybrid,Drivetrain,,,Left,Left CV Axle,,,2019,
ציריה שמאל קנגו מ08,,,,,,['Renault'],,Renault: Kangoo,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2008,
ציריה שמאל קרניבאל מ07 דיזל,,,,,,['Kia'],,Kia: Carnival,,,,,,,Diesel,Drivetrain,,,Left,Left CV Axle,,,2007,
ציריה שמאל קשקאי מ08,,,,,,['Nissan'],,Nissan: Qashqai,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2008,
ציריה שמאלקורולה 08-12,,,,,,[],,,,,,,,,,Drivetrain,,,Left,Left CV Axle,,,2008,2012
צלחות אחורי C4 + פיקסו מ13,,,,,,['Citroen'],"['צלחות אחורי C4', 'פיקסו מ13']",Citroen: C4,,,,,,,,Brake,,,Rear,Brake Discs,,,2013,
צלחות אחורי I10 מ14,,,,,,['Hyundai'],,Hyundai: i10,,,,,,,,Brake,,,Rear,Brake Discs,,,2014,
צלחות אחורי Q2 + אטקה מ17,,,,,,"['Audi', 'Seat']","['צלחות אחורי Q2', 'אטקה מ17']","Seat: Ateca, Audi: Q2",,,,,,,,Brake,,,Rear,Brake Discs,,,2017,
צלחות אחורי Q7 מ16 קוטר 350 ממ,,,,,,['Audi'],,Audi: Q7,350 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2016,
צלחות אחורי TGE קרפטר מ16,,,,,,"['Volkswagen', 'MAN']",,"Volkswagen: Crafter, MAN: TGE",,,,,,,,Brake,,,Rear,Brake Discs,,,2016,
צלחות אחורי אוונסיס מ09,,,,,,['Toyota'],,Toyota: Avensis,,,,,,,,Brake,,,Rear,Brake Discs,,,2009,
צלחות אחורי אוטלנדר מ13 + אקליפס מ18 LPR,,,,,,['Mitsubishi'],"['צלחות אחורי אוטלנדר מ13', 'אקליפס מ18 LPR']","Mitsubishi: Outlander, Mitsubishi: Eclipse",,,,,,,,Brake,,,Rear,Brake Discs,,,2013,
צלחות אחורי אוקטביה מ05 קוטר 253 ממ,,,,,,['Skoda'],,Skoda: Octavia,253 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2005,
צלחות אחורי אוקטביה מ05 קוטר 255 ממ,,,,,,['Skoda'],,Skoda: Octavia,255 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2005,
צלחות אחורי אוקטביה מ10 קוטר 272 ממ,,,,,,['Skoda'],,Skoda: Octavia,272 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2010,
צלחות אחורי אוקטביה מ17 קוטר 253 ממ,,,,,,['Skoda'],,Skoda: Octavia,253 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2017,
צלחות אחורי אטקה מ17 + Q2 קוטר 272 ממ,,,,,,"['Audi', 'Seat']","['צלחות אחורי אטקה מ17', 'Q2 קוטר 272 ממ']","Seat: Ateca, Audi: Q2",272 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2017,
צלחות אחורי איביזה + ארונה מ17 קוטר 232 ממ,,,,,,['Seat'],"['צלחות אחורי איביזה', 'ארונה מ17 קוטר 232 ממ']","Seat: Arona, Seat: Ibiza",232 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2017,
צלחות אחורי אסקנט מ07 + I20 09-14,,,,,,['Hyundai'],"['צלחות אחורי אסקנט מ07', 'I20 09-14']",Hyundai: i20,,,,,,,,Brake,,,Rear,Brake Discs,,,2009,2014
צלחות אחורי אסקנט מ07,,,,,,[],,,,,,,,,,Brake,,,Rear,Brake Discs,,,2007,
צלחות אחורי ברלינגו מ08 עם מיסב,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Brake,,,Rear,Brake Discs,,,2008,
צלחות אחורי ברלינגו מ19,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Brake,,,Rear,Brake Discs,,,2019,
צלחות אחורי גאז מ09 1.2 + 1.4 לא היבריד,,,,,,[],"['צלחות אחורי גאז מ09 1.2', '1.4 לא היבריד']",,,,,,,1.2 L,Hybrid,Brake,,,Rear,Brake Discs,,,2009,
צלחות אחורי גמפי מ16,,,,,,['Citroen'],,Citroen: Jumpy,,,,,,,,Brake,,,Rear,Brake Discs,,,2016,
צלחות אחורי גרנד קופה מ16,,,,,,['Renault'],,Renault: Grand Coupe,,,,,,,,Brake,,,Rear,Brake Discs,,,2016,
צלחות אחורי טוסון + ספורטאג מ15,,,,,,"['Kia', 'Hyundai']","['צלחות אחורי טוסון', 'ספורטאג מ15']","Hyundai: Tucson, Kia: Sportage",,,,,,,,Brake,,,Rear,Brake Discs,,,2015,
צלחות אחורי טרנזיט מ14 קוטר 308 ממ דאבל גנט,,,,,,"['Peugeot', 'Ford']",,"Ford: Transit, Peugeot: 308",308 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2014,
צלחות אחורי יאריס מ07,,,,,,['Toyota'],,Toyota: Yaris,,,,,,,,Brake,,,Rear,Brake Discs,,,2007,
צלחות אחורי לנדקרוזר מ11 קוטר 312 ממ,,,,,,['Toyota'],,Toyota: Land Cruiser,312 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2011,
צלחות אחורי מ08 A4 + A5 קוטר 300 ממ,,,,,,['Audi'],"['צלחות אחורי מ08 A4', 'A5 קוטר 300 ממ']","Audi: A4, Audi: A5",300 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2008,
צלחות אחורי מ08 Q5 קוטר 330 ממ,,,,,,['Audi'],,Audi: Q5,330 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2008,
צלחות אחורי מ11 I25 + I20 מ15,,,,,,['Hyundai'],"['צלחות אחורי מ11 I25', 'I20 מ15']","Hyundai: i20, Hyundai: i25",,,,,,,,Brake,,,Rear,Brake Discs,,,2011,
צלחות אחורי מ12 XV,,,,,,['Subaru'],,Subaru: XV,,,,,,,,Brake,,,Rear,Brake Discs,,,2012,
צלחות אחורי מ12 קוטר 330 ממ A6,,,,,,['Audi'],,Audi: A6,330 mm,,,,,,,Brake,,,Rear,Brake Discs,,,2012,
צלחות אחורי מגאן+ פלואנס מ09  עם מיסב,,,,,,['Renault'],"['צלחות אחורי מגאן', 'פלואנס מ09  עם מיסב']","Renault: Megane, Renault: Fluence",,,,,,,,Brake,,,Rear,Brake Discs,,,2009,
צלחות אחורי מזדה 3 1.6 עד 12,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,1.6 L,,Brake,,,Rear,Brake Discs,,,,2012
